probe	chr	TSS	NAME	strand
8192	19	6361427	CLPP	+
84266	19	6372715	ALKBH7	+
5623	19	6379058	PSPN	-
2962	19	6393981	GTF2F1	-
8570	19	6424824	KHSRP	-
284427	19	6433779	SLC25A41	-
92359	19	6463777	CRB3	+
79085	19	6465203	SLC25A23	-
79958	19	6482557	DENND1C	-
10382	19	6502848	TUBB4A	-
8744	19	6530985	TNFSF9	+
970	19	6604103	CD70	-
8740	19	6670621	TNFSF14	-
718	19	6730562	C3	-
56927	19	6737665	GPR108	-
9322	19	6737925	TRIP10	+
10045	19	6768109	SH2D3A	-
7409	19	6772676	VAV1	+
2015	19	6887530	ADGRE1	+
79230	19	7069416	ZNF557	+
653657	19	7069665	MBD3L3	-
3643	19	7294443	INSR	-
23370	19	7348931	ARHGEF18	+
374877	19	7492976	SAXO5	+
92960	19	7497449	PEX11G	-
140467	19	7515292	ZNF358	+
57192	19	7522611	MCOLN1	+
10908	19	7534004	PNPLA6	+
57662	19	7595826	CAMSAP3	+
56949	19	7629573	XAB2	-
100131801	19	7629711	PET100	+
126006	19	7635831	PCP2	-
6813	19	7636772	STXBP2	+
56729	19	7669044	RETN	+
199675	19	7677056	MCEMP1	+
126003	19	7680823	TRAPPC5	+
2208	19	7702146	FCER2	-
30835	19	7747623	CD209	-
10332	19	7763031	CLEC4M	+
440508	19	7787448	CLEC4GP1	+
115704	19	7830182	EVI5L	+
80164	19	7874674	PRR36	-
80131	19	7888500	LRRC8E	+
5609	19	7903823	MAP2K7	+
100507588	19	7914760	TGFBR3L	+
6618	19	7920314	SNAPC2	+
404217	19	7926174	CTXN1	-
10469	19	7943773	TIMM44	-
105372266	19	8005761	LOC105372266	+
1994	19	8006062	ELAVL1	-
6370	19	8052293	CCL25	+
84467	19	8149693	FBN3	-
79603	19	8206736	CERS4	+
6234	19	8307760	RPS28	+
51293	19	8308379	CD320	-
4701	19	8321400	NDUFA7	-
256949	19	8343281	KANK3	-
51129	19	8363223	ANGPTL4	+
9230	19	8389981	RAB11B	+
100507567	19	8390685	RAB11B-AS1	-
51257	19	8411460	MARCHF2	+
4670	19	8444767	HNRNPM	+
84106	19	8502656	PRAM1	-
84330	19	8514177	ZNF414	-
4542	19	8577473	MYO1F	-
81794	19	8610846	ADAMTS10	-
105372267	19	8630633	NFILZ	+
284383	19	8721634	OR2Z1	+
148156	19	8832319	ZNF558	-
85509	19	8832365	MBD3L1	+
94025	19	9010438	MUC16	-
125963	19	9087061	OR1M1	+
390882	19	9107475	OR7G2	-
57693	19	9140377	ZNF317	+
162998	19	9178979	OR7D2	+
125958	19	9219589	OR7D4	-
374879	19	9309838	ZNF699	-
84527	19	9323717	ZNF559	+
7730	19	9363001	ZNF177	+
10781	19	9435601	ZNF266	-
147741	19	9498626	ZNF560	-
105372268	19	9514539	LOC105372268	-
101928238	19	9538665	ZNF426-DT	+
79088	19	9538826	ZNF426	-
7675	19	9584545	ZNF121	-
284385	19	9620993	ZNF561-AS1	+
93134	19	9622601	ZNF561	-
54811	19	9675106	ZNF562	-
162993	19	9793180	ZNF846	-
54850	19	9827816	FBXL12	-
59286	19	9827887	UBL5	+
100996288	19	9835147	PIN1-DT	-
5300	19	9835257	PIN1	+
93145	19	9936559	OLFM2	-
50509	19	10010511	COL5A3	-
50700	19	10013249	RDH8	+
388503	19	10041841	C3P1	+
55337	19	10086017	SHFL	+
56342	19	10106300	PPAN	+
83854	19	10106612	ANGPTL6	-
5032	19	10111689	P2RY11	+
8666	19	10119951	EIF3G	-
1786	19	10231286	DNMT1	-
9294	19	10231331	S1PR2	-
51073	19	10251901	MRPL4	+
3383	19	10271093	ICAM1	+
3386	19	10286946	ICAM4	+
123706506	19	10289326	ICAM4-AS1	-
7087	19	10289940	ICAM5	+
100125288	19	10309880	ZGLP1	-
112812	19	10316026	FDX2	-
125950	19	10333548	RAVER1	-
3385	19	10339847	ICAM3	-
7297	19	10380608	TYK2	-
5141	19	10416773	PDE4A	+
11140	19	10420224	CDC37	-
9817	19	10503558	KEAP1	-
53637	19	10517981	S1PR5	-
84971	19	10543533	ATG4D	+
65095	19	10566031	KRI1	-
1032	19	10569059	CDKN2D	-
10053	19	10587317	AP1M2	-
57153	19	10602457	SLC44A2	+
147727	19	10653879	ILF3-DT	-
3609	19	10654261	ILF3	+
81890	19	10701430	QTRT1	+
1785	19	10717967	DNM2	+
11018	19	10836330	TMED1	-
255809	19	10836567	C19orf38	+
10498	19	10871447	CARM1	+
78992	19	10928704	YIPF2	-
90580	19	10928716	TIMM29	+
6597	19	10960824	SMARCA4	+
3949	19	11089418	LDLR	+
147841	19	11155815	SPC24	-
25959	19	11197945	KANK2	-
55908	19	11237502	ANGPTL8	+
57572	19	11262533	DOCK6	-
26526	19	11296139	TSPAN16	+
126075	19	11344684	CCDC159	+
9545	19	11346433	RAB3D	-
374882	19	11346534	TMEM205	-
64748	19	11355386	PLPPR2	+
126074	19	11374658	SWSAP1	+
2057	19	11384343	EPOR	-
57139	19	11419372	RGL3	-
5589	19	11422369	PRKCSH	+
115948	19	11435782	ODAD3	-
1995	19	11481051	ELAVL3	-
115950	19	11505839	ZNF653	-
1264	19	11538767	CNN1	+
51295	19	11540137	ECSIT	-
84337	19	11559325	ELOF1	-
199692	19	11559374	ZNF627	+
54	19	11579993	ACP5	-
401898	19	11634404	ZNF833P	+
55552	19	11739027	ZNF823	-
126068	19	11767000	ZNF441	+
126069	19	11797642	ZNF491	+
126070	19	11814257	ZNF440	+
90594	19	11848716	ZNF439	+
7620	19	11887759	ZNF69	+
90592	19	11925064	ZNF700	+
284390	19	11965030	ZNF763	+
101928464	19	11987617	ZNF433-AS1	+
163059	19	12035741	ZNF433	-
729747	19	12052983	ZNF878	-
284391	19	12064690	ZNF844	+
7568	19	12140355	ZNF20	-
90589	19	12156832	ZNF625	-
7695	19	12163052	ZNF136	+
100289333	19	12194974	LOC100289333	+
51710	19	12294883	ZNF44	-
147837	19	12333723	ZNF563	-
79973	19	12365905	ZNF442	-
90576	19	12401280	ZNF799	-
10224	19	12441021	ZNF443	-
163051	19	12513854	ZNF709	-
163050	19	12551542	ZNF564	-
163049	19	12610916	ZNF791	+
57474	19	12640098	ZNF490	-
4125	19	12666762	MAN2B1	-
84292	19	12666802	WDR83	+
51398	19	12669467	WDR83OS	-
1725	19	12681901	DHPS	-
84261	19	12696659	FBXW9	-
30000	19	12724011	TNPO2	-
79002	19	12734747	TRIR	-
439	19	12737139	GET3	+
54831	19	12751673	BEST2	+
3726	19	12791486	JUNB	+
7001	19	12801882	PRDX2	-
111644133	19	12802031	THSD8	+
10535	19	12806505	RNASEH2A	+
105372281	19	12825711	RTBDN-AS1	+
22983	19	12833860	MAST1	+
83546	19	12838362	RTBDN	-
29911	19	12872740	HOOK2	-
1777	19	12881595	DNASE2	-
10661	19	12887201	KLF1	-
2639	19	12891128	GCDH	+
256126	19	12919306	SYCE2	-
106144598	19	12930522	FARSA-AS1	+
2193	19	12934037	FARSA	-
811	19	12938578	CALR	+
5886	19	12945716	RAD23A	+
90480	19	12957333	GADD45GIP1	-
199699	19	12965159	DAND5	+
4784	19	12995401	NFIX	+
4066	19	13103188	LYL1	-
112939	19	13116468	NACC1	+
55621	19	13117567	TRMT1	-
8677	19	13150383	STX10	-
9592	19	13150403	IER2	+
773	19	13624489	CACNA1A	-
81576	19	13731746	YJU2B	+
84245	19	13764498	MRI1	+
28974	19	13774439	C19orf53	+
65249	19	13795395	ZSWIM4	+
342977	19	13862063	NANOS3	+
54862	19	13906160	CC2D1A	+
79173	19	13906572	BRME1	-
90379	19	13952459	DCAF15	+
79883	19	13953392	PODNL1	-
5989	19	14007084	RFX1	-
117579	19	14028148	RLN3	+
9466	19	14031644	IL27RA	+
342979	19	14062149	PALM3	-
113230	19	14072108	MISP3	+
646457	19	14085875	C19orf67	-
90378	19	14091036	SAMD1	-
124904642	19	14116787	LOC124904642	+
5566	19	14118084	PRKACA	-
55723	19	14136622	ASF1B	-
100507373	19	14137086	ADGRL1-AS1	+
22859	19	14206852	ADGRL1	-
976	19	14380501	ADGRE5	+
10212	19	14419385	DDX39A	-
5585	19	14433053	PKN1	+
5731	19	14477272	PTGER1	-
10755	19	14496164	GIPC1	-
9524	19	14517085	TECR	+
3337	19	14560391	DNAJB1	-
4713	19	14572079	NDUFB7	-
388512	19	14583084	CLEC17A	+
84449	19	14689801	ZNF333	+
84658	19	14690027	ADGRE3	-
30817	19	14778560	ADGRE2	-
26664	19	14835376	OR7C1	-
390892	19	14848922	OR7A10	-
26333	19	14886132	OR7A17	-
126402	19	15010726	TEKTL1	+
6511	19	15022990	SLC1A6	-
23581	19	15049480	CASP14	+
126370	19	15082211	OR1I1	+
85360	19	15107296	SYDE1	+
10994	19	15125801	HACL2	-
4854	19	15201004	NOTCH3	-
79852	19	15233591	EPHX3	-
23476	19	15332547	BRD4	-
124904643	19	15332594	LOC124904643	+
10270	19	15379862	AKAP8	-
26993	19	15419141	AKAP8L	-
58525	19	15450038	WIZ	-
64926	19	15464583	RASAL3	-
114770	19	15498956	PGLYRP2	-
126410	19	15508477	CYP4F22	+
11283	19	15615218	CYP4F8	+
4051	19	15640795	CYP4F3	+
66002	19	15673018	CYP4F12	+
26538	19	15728024	OR10H2	+
26532	19	15737985	OR10H3	+
284433	19	15787661	OR10H5	+
26539	19	15815664	OR10H1	-
124900418	19	15828206	LOC124900418	+
8529	19	15900528	CYP4F2	-
57834	19	15934933	CYP4F11	-
126536	19	16015287	LINC00661	+
7171	19	16067021	TPM4	+
4218	19	16111653	RAB8A	+
84941	19	16134028	HSH2D	+
117286	19	16173525	CIB3	-
26017	19	16185378	FAM32A	+
8907	19	16197854	AP1M1	+
10365	19	16324613	KLF2	+
118827812	19	16325022	KLF2-DT	-
58513	19	16472085	EPS15L1	-
125972	19	16496167	CALR3	-
84167	19	16496385	C19orf44	+
10523	19	16542547	CHERP	-
79939	19	16572432	SLC35E1	-
105372295	19	16572548	LOC105372295	+
9441	19	16629062	MED26	-
79041	19	16660370	TMEM38A	+
79086	19	16660442	SMIM7	-
284434	19	16719847	NWD1	+
23309	19	16829387	SIN3B	+
9002	19	16888844	F2RL3	+
27151	19	17026982	CPAMD8	-
93323	19	17075625	HAUS8	-
4650	19	17075728	MYO9B	+
55850	19	17215337	USE1	+
79629	19	17226198	OCEL1	+
2063	19	17245953	NR2F6	-
29086	19	17267343	BABAM1	+
126549	19	17281645	ANKLE1	+
83878	19	17282786	USHBP1	-
64981	19	17292543	MRPL34	+
79016	19	17309518	DDA1	+
79575	19	17310236	ABHD8	-
57719	19	17334864	ANO8	-
84705	19	17334920	GTPBP3	+
83483	19	17377356	PLVAP	-
110806280	19	17394201	CCDC194	-
105221694	19	17405686	BISPR	+
93343	19	17405722	MVB12A	+
684	19	17407393	BST2	-
100130519	19	17448679	TMEM221	-
115861	19	17460926	NXNL1	-
376497	19	17467666	SLC27A1	+
25796	19	17511607	PGLS	+
100507551	19	17511889	PGLS-DT	-
199786	19	17523301	NIBAN3	+
79709	19	17555590	COLGALT1	+
23025	19	17688382	UNC13A	-
55201	19	17719242	MAP1S	+
23149	19	17747701	FCHO1	+
10331	19	17794697	B3GNT3	+
3640	19	17821574	INSL3	-
3718	19	17848071	JAK3	-
6142	19	17859868	RPL18A	+
6528	19	17871939	SLC5A5	+
115098	19	17932588	CCDC124	+
3780	19	17947484	KCNN1	+
27106	19	18001126	ARRDC2	+
23031	19	18097749	MAST3	+
3594	19	18098944	IL12RB1	-
5296	19	18153155	PIK3R2	+
10437	19	18173150	IFI30	+
84769	19	18193197	MPV17L2	+
5864	19	18204055	RAB3A	-
5143	19	18248200	PDE4C	-
729966	19	18255400	CIST1	-
80726	19	18274500	IQCN	-
3727	19	18281622	JUND	-
25804	19	18323112	LSM4	-
54858	19	18340562	PGPEP1	+
9518	19	18374731	GDF15	+
126364	19	18397622	LRRC25	-
170463	19	18418864	SSBP4	+
51477	19	18438309	ISYNA1	-
8178	19	18522116	ELL	-
23770	19	18544264	FKBP8	-
79036	19	18557683	KXD1	+
7311	19	18571722	UBA52	+
55049	19	18588685	REX1BD	+
25789	19	18607335	TMEM59L	+
9244	19	18607741	CRLF1	-
55295	19	18637018	KLHL26	+
23373	19	18683575	CRTC1	+
1311	19	18791312	COMP	-
5976	19	18831905	UPF1	+
10715	19	18896727	CERS1	-
11316	19	18919407	COPE	-
54555	19	18919667	DDX49	+
9454	19	18941728	HOMER3	-
93436	19	19033575	ARMC6	+
10147	19	19061647	SUGP2	-
284439	19	19061697	SLC25A42	+
54929	19	19138513	TMEM161A	-
8625	19	19191957	RFXANK	+
100271849	19	19192589	MEF2B	-
729991	19	19192591	BORCS8	-
126382	19	19203729	NR2C2AP	-
1463	19	19211948	NCAN	+
404037	19	19262827	HAPLN4	-
53345	19	19273406	TM6SF2	-
57794	19	19320511	SUGP1	-
23383	19	19320811	MAU2	+
54815	19	19385638	GATAD2A	+
83983	19	19515553	TSSK6	-
51079	19	19515728	NDUFA13	+
374887	19	19528851	YJEFN3	+
148113	19	19538248	CILP2	+
80714	19	19618746	PBX4	-
9170	19	19628930	LPAR2	-
51291	19	19643669	GMIP	-
57130	19	19663700	ATP13A1	-
94039	19	19668781	ZNF101	+
7561	19	19733119	ZNF14	-
7608	19	19776000	ZNF56P	+
440515	19	19821784	ZNF506	-
56242	19	19865812	ZNF253	+
81931	19	19900888	ZNF93	+
91120	19	20039533	ZNF682	-
7643	19	20077933	ZNF90	+
90649	19	20167182	ZNF486	+
664701	19	20425026	ZNF826P	-
105372316	19	20432552	LOC105372316	+
100129842	19	20565840	ZNF737	-
199777	19	20661603	ZNF626	-
7617	19	20776270	ZNF66	+
7639	19	20923222	ZNF85	+
80264	19	21020614	ZNF430	+
148206	19	21077069	ZNF714	+
170959	19	21142001	ZNF431	+
7562	19	21329443	ZNF708	-
148203	19	21358927	ZNF738	+
284443	19	21397080	ZNF493	+
105372321	19	21464026	LOC105372321	-
400680	19	21483374	LINC00664	+
353088	19	21496682	ZNF429	+
163227	19	21767628	ZNF100	-
7594	19	21852125	ZNF43	-
7757	19	22010994	ZNF208	-
113835	19	22052430	ZNF257	+
163223	19	22215801	ZNF676	-
100287226	19	22286441	ZNF729	+
101929124	19	22527949	LOC101929124	-
100128139	19	22532290	LINC01233	+
148198	19	22532485	ZNF98	-
440518	19	22595566	GOLGA2P9	+
374890	19	22623983	LINC01785	-
57615	19	22634318	ZNF492	+
7652	19	22784151	ZNF99	-
646864	19	22832291	ZNF723	+
388523	19	23003190	ZNF728	-
101929164	19	23031818	LINC01859	-
101929144	19	23063705	LINC01858	-
100129543	19	23075210	ZNF730	+
440519	19	23250408	ZNF724	-
7644	19	23395527	ZNF91	-
104472717	19	23416186	LINC01224	-
171392	19	23687234	ZNF675	-
148213	19	23758927	ZNF681	-
388524	19	23762944	RPSA2	+
730087	19	23914874	ZNF726	+
100505851	19	23975222	ZNF276-AS1	-
9534	19	24033405	ZNF254	+
101927151	19	27793421	LINC02987	+
148189	19	27794005	LINC00662	-
105372348	19	27889270	LOC105372348	-
102724908	19	28606688	ERVE-5	+
100420587	19	28727777	LOC100420587	-
148145	19	28883430	LINC00906	+
124904682	19	29093048	LOC124904682	-
7386	19	29213151	UQCRFS1	-
342865	19	29524739	VSTM2B	+
284395	19	29529156	VSTM2B-DT	-
10775	19	29606283	POP4	+
79156	19	29665398	PLEKHF1	+
83636	19	29716060	C19orf12	-
898	19	29811471	CCNE1	+
8725	19	29923644	URI1	+
9745	19	30224799	ZNF536	+
107985312	19	31167457	LINC01791	+
57616	19	31349814	TSHZ3	-
100996665	19	32025808	LINC01533	+
105372363	19	32072113	LINC01837	-
22847	19	32345594	ZNF507	+
147991	19	32405543	DPY19L3	+
400684	19	32407824	DPY19L3-DT	-
9141	19	32581062	PDCD5	+
388531	19	32675848	RGS9BP	+
84079	19	32676597	ANKRD27	-
390916	19	32691786	NUDT19	+
91646	19	32719735	TDRD12	+
11136	19	32869805	SLC7A9	-
84902	19	32972015	CEP89	-
91442	19	32972209	FAAP24	+
85415	19	33064888	RHPN2	-
55094	19	33080899	GPATCH1	+
126248	19	33132092	WDR88	+
4037	19	33177603	LRP3	+
56301	19	33225853	SLC7A10	-
80054	19	33301754	CEBPA-DT	+
1050	19	33302534	CEBPA	-
1054	19	33373685	CEBPG	+
5184	19	33521823	PEPD	-
64377	19	33621942	CHST8	+
79047	19	33795933	KCTD15	+
26065	19	34172413	LSM14A	+
9710	19	34254543	GARRE1	+
2821	19	34359480	GPI	+
84306	19	34404386	PDCD2L	+
124904695	19	34428341	LOC124904695	-
10054	19	34428352	UBA2	+
126374	19	34481682	WTIP	+
55900	19	34677084	ZNF302	+
284402	19	34677159	SCGB2B2	-
339318	19	34734155	ZNF181	+
148103	19	34773253	ZNF599	-
123497957	19	34837889	LINC02965	+
400685	19	34860747	LINC01801	-
100652909	19	34905139	LINC00904	-
90075	19	34926887	ZNF30	+
126375	19	34964293	ZNF792	-
57655	19	34994537	GRAMD1A	+
6324	19	35030444	SCN1B	+
3249	19	35040506	HPN	+
124904701	19	35090930	LOC124904701	+
100128675	19	35106898	HPN-AS1	-
5349	19	35115521	FXYD3	+
5348	19	35133987	FXYD1	+
163175	19	35142451	LGI4	-
53822	19	35143148	FXYD7	+
53827	19	35154440	FXYD5	+
148109	19	35228739	FAM187B	-
51599	19	35248330	LSR	+
7392	19	35268485	USF2	+
57817	19	35280716	HAMP	+
4099	19	35291647	MAG	+
933	19	35319261	CD22	+
2864	19	35347902	FFAR1	+
100128682	19	35399455	LINC01531	+
2867	19	35443907	FFAR2	+
388533	19	35495558	KRTDAP	-
93099	19	35513704	DMKN	-
374897	19	35528351	SBSN	-
26330	19	35533455	GAPDHS	+
10430	19	35545600	TMEM147	+
100506469	19	35546029	TMEM147-AS1	-
102723617	19	35557656	LINC01766	+
495	19	35563658	ATP4A	-
118827809	19	35612674	HAUS5-DT	-
23354	19	35612735	HAUS5	+
79171	19	35628989	RBM42	+
2116	19	35641730	ETV2	+
1340	19	35648230	COX6B1	+
11045	19	35666516	UPK1A	+
27033	19	35704558	ZBTB32	+
9757	19	35717973	KMT2B	+
79713	19	35742459	IGFLR1	-
55851	19	35745070	PSENEN	+
199746	19	35745460	U2AF1L4	-
55957	19	35748361	LIN37	+
126393	19	35758079	HSPB6	-
148137	19	35758143	PROSER3	+
115703	19	35774532	ARHGAP33	+
58510	19	35813299	PRODH2	-
84063	19	35851369	KIRREL2	+
333	19	35867899	APLP1	+
4868	19	35869287	NPHS1	-
10870	19	35899017	HCST	+
84807	19	35902303	NFKBID	-
7305	19	35908318	TYROBP	-
79414	19	35935358	LRFN3	+
644096	19	35995188	SDHAF1	+
163183	19	36008831	SYNE4	-
84964	19	36014297	ALKBH6	-
101927572	19	36014493	LOC101927572	+
25999	19	36033343	CLIP3	-
284403	19	36054649	WDR62	+
199745	19	36054739	THAP8	-
728361	19	36111116	OVOL3	+
1155	19	36114289	TBCB	+
5438	19	36115213	POLR2I	-
826	19	36139953	CAPNS1	+
1346	19	36152699	COX7A1	-
7705	19	36214602	ZNF146	+
147929	19	36246257	ZNF565	-
100134317	19	36257608	CYKILR	+
100506930	19	36331770	LINC00665	-
57677	19	36379208	ZFP14	-
284406	19	36418924	ZFP82	-
728752	19	36489621	ZNF566-AS1	+
84924	19	36489902	ZNF566	-
339324	19	36528696	ZNF260	-
101927599	19	36573070	ZNF529-AS1	+
84911	19	36604817	ZNF382	+
57711	19	36605554	ZNF529	-
92283	19	36666853	ZNF461	-
163081	19	36687268	ZNF567	+
342892	19	36772857	ZNF850	-
728485	19	36773100	ZNF850-DT	+
284408	19	36776080	ZNF790-AS1	+
25850	19	36850338	ZNF345	+
388536	19	36850797	ZNF790	-
374899	19	36916291	ZNF829	-
374900	19	36916311	ZNF568	+
147923	19	37007819	ZNF420	+
199704	19	37172741	ZNF585A	-
163087	19	37217926	ZNF383	+
92285	19	37218153	ZNF585B	-
101927667	19	37251448	LINC01535	+
284459	19	37312837	ZNF875	+
84503	19	37371061	ZNF527	+
148268	19	37467508	ZNF570	+
148266	19	37469282	ZNF569	-
390927	19	37506396	ZNF793	+
101927720	19	37507122	ZNF793-AS1	-
100507433	19	37548914	ZNF571-AS1	+
163255	19	37551406	ZNF540	+
51276	19	37595147	ZNF571	-
163115	19	37692315	ZNF781	-
22835	19	37692337	ZFP30	-
84775	19	37719780	ZNF607	-
126231	19	37817300	ZNF573	-
100631378	19	37855218	WDR87BP	-
83889	19	37906677	WDR87	-
23094	19	37907200	SIPA1L3	+
8193	19	38229729	DPF1	-
10653	19	38244035	SPINT2	+
94274	19	38256615	PPP1R14A	-
90522	19	38317273	YIF1B	-
9424	19	38319813	KCNK6	+
57828	19	38335775	CATSPERG	+
5714	19	38374563	PSMD8	+
199720	19	38388274	GGN	-
399473	19	38388421	SPRED3	+
147965	19	38403093	TSLIG3C	+
115727	19	38426305	RASGRP4	-
6261	19	38433691	RYR1	+
124904710	19	38537293	LOC124904710	-
105372397	19	38596290	MAP4K1-AS1	+
27335	19	38619055	EIF3K	+
11184	19	38619161	MAP4K1	-
81	19	38647515	ACTN4	+
147968	19	38769904	CAPN12	-
3960	19	38813070	LGALS4	-
1891	19	38831874	ECH1	-
3191	19	38852347	HNRNPL	-
126432	19	38878275	RINL	-
4793	19	38899700	NFKBIB	+
22933	19	38900501	SIRT2	-
643669	19	38912252	CCER2	-
54938	19	38930779	SARS2	-
6183	19	38930917	MRPS12	+
115290	19	38976773	FBXO17	-
126433	19	39033773	FBXO27	-
390928	19	39083913	ACP7	+
10298	19	39125728	PAK4	+
342897	19	39196917	NCCRP1	+
57622	19	39320966	LRFN1	-
9535	19	39342372	GMFG	-
55095	19	39342404	SAMD4B	+
54623	19	39391154	PAF1	-
55588	19	39391303	MED29	+
7538	19	39406412	ZFP36	+
64857	19	39412546	PLEKHG2	+
6217	19	39436131	RPS16	-
6829	19	39436156	SUPT5H	+
92609	19	39479795	TIMM50	+
10683	19	39498895	DLL3	+
348303	19	39515139	SELENOV	+
126272	19	39532881	EID2B	-
163126	19	39540233	EID2	-
400696	19	39671807	LGALS17A	+
1178	19	39755237	CLC	-
342900	19	39776595	LEUTX	+
9149	19	39834201	DYRK1B	-
2091	19	39846440	FBL	-
8857	19	39934634	FCGBP	-
5704	19	39970990	PSMC4	+
339327	19	39984134	ZNF546	+
163131	19	40056305	ZNF780B	-
284323	19	40091140	ZNF780A	-
4294	19	40191412	MAP3K10	+
148014	19	40218521	TTC9B	-
79935	19	40226697	CCNP	-
208	19	40285536	AKT2	-
23646	19	40348453	PLD3	+
126526	19	40348547	C19orf47	-
147746	19	40390181	HIPK4	-
57716	19	40415070	PRX	-
29950	19	40426001	SERTAD1	-
29946	19	40445114	SERTAD3	-
645	19	40465826	BLVRB	-
57731	19	40466241	SPTBN4	+
92799	19	40576844	SHKBP1	+
8425	19	40592883	LTBP4	+
9253	19	40690972	NUMBL	-
80271	19	40716964	ITPKC	+
79934	19	40725784	COQ8B	-
6626	19	40750585	SNRPA	+
284325	19	40751813	ACTMAP	-
8190	19	40768997	MIA	+
53916	19	40778191	RAB4B	+
112398	19	40798996	EGLN2	+
1548	19	40850493	CYP2A6	-
1549	19	40882752	CYP2A7	-
22952	19	40890826	CYP2G1P	+
1556	19	40908423	CYP2B7P	+
1555	19	40991131	CYP2B6	+
1553	19	41088451	CYP2A13	+
1572	19	41114432	CYP2F1	+
29785	19	41192911	CYP2S1	+
558	19	41218934	AXL	+
11100	19	41262496	HNRNPUL1	+
90324	19	41310149	CCDC97	+
105372401	19	41310412	LOC105372401	-
641649	19	41350885	TMEM91	+
7040	19	41353961	TGFB1	-
80776	19	41364165	B9D2	-
56915	19	41397441	EXOSC5	-
593	19	41397792	BCKDHA	+
374907	19	41428730	B3GNT8	-
55101	19	41440717	DMAC2	-
100170765	19	41443152	ERICH4	+
100505495	19	41502015	PCAT19	-
101927931	19	41530801	LINC01480	+
90273	19	41549518	CEACAM21	+
1089	19	41627082	CEACAM4	-
1087	19	41706976	CEACAM7	-
1048	19	41708585	CEACAM5	+
4680	19	41750977	CEACAM6	+
1084	19	41796587	CEACAM3	+
112268252	19	41797569	LOC112268252	-
147719	19	41844718	LYPD4	-
63946	19	41844743	DMRTC2	+
6223	19	41859848	RPS19	+
973	19	41877104	CD79A	+
9138	19	41883063	ARHGEF1	+
390937	19	41928449	ERFL	-
10567	19	41959390	RABAC1	-
478	19	41997497	ATP1A3	-
64763	19	42068477	ZNF574	+
2901	19	42070240	GRIK5	-
5452	19	42196585	POU2F2	-
116115	19	42216774	ZNF526	+
162989	19	42220140	DEDD2	-
2931	19	42242625	GSK3A	-
2077	19	42255172	ERF	-
23152	19	42268508	CIC	+
284338	19	42302098	PRR19	+
5050	19	42303546	PAFAH1B3	-
284339	19	42313299	TMEM145	+
1954	19	42325518	MEGF8	+
100996307	19	42387222	LIPE-AS1	+
84518	19	42390299	CNFN	-
3991	19	42427388	LIPE	-
284340	19	42443029	CXCL17	-
634	19	42561234	CEACAM1	-
1088	19	42595055	CEACAM8	-
5671	19	42740524	PSG3	-
440533	19	42765711	PSG8	-
100289650	19	42821770	PSG8-AS1	+
653492	19	42855757	PSG10P	-
5669	19	42879822	PSG1	-
5675	19	42919563	PSG6	-
5676	19	42937207	PSG7	-
5680	19	43026570	PSG11	-
5670	19	43083045	PSG2	-
5673	19	43186600	PSG5	-
5672	19	43207299	PSG4	-
5678	19	43269563	PSG9	-
128193286	19	43331550	LINC03078	-
57126	19	43353686	CD177	+
83639	19	43401496	TEX101	+
27076	19	43465608	LYPD3	-
653583	19	43505301	PHLDB3	-
284346	19	43525497	ZNF575	+
23474	19	43527259	ETHE1	-
390940	19	43575801	PINLYP	+
7515	19	43580473	XRCC1	-
79177	19	43593805	ZNF576	+
126298	19	43596150	IRGQ	-
100170229	19	43596617	SRRM5	+
126299	19	43619914	ZNF428	-
199731	19	43639858	CADM4	-
5329	19	43670547	PLAUR	-
56269	19	43716076	IRGC	+
56006	19	43755605	SMG9	-
3783	19	43781262	KCNN4	-
284348	19	43827206	LYPD5	-
284349	19	43827297	ZNF283	+
342908	19	43901831	ZNF404	-
7596	19	43935306	ZNF45	-
7638	19	43951204	ZNF221	+
7711	19	43967862	ZNF155	+
7773	19	44002934	ZNF230	+
101928063	19	44003298	ZNF230-DT	-
7673	19	44025326	ZNF222	+
7766	19	44051367	ZNF223	+
342909	19	44072138	ZNF284	+
7767	19	44094326	ZNF224	+
7768	19	44112181	ZNF225	+
100379224	19	44113320	ZNF225-AS1	-
10780	19	44141355	ZNF234	+
7769	19	44165069	ZNF226	+
7770	19	44207475	ZNF227	+
353355	19	44259863	ZNF233	+
9310	19	44305046	ZNF235	-
7771	19	44367217	ZNF112	-
26974	19	44401624	ZNF285	-
7772	19	44448578	ZNF229	-
7733	19	44500547	ZNF180	-
125931	19	44529788	CEACAM20	-
147710	19	44613563	IGSF23	+
388550	19	44620863	CEACAM22P	-
5817	19	44643798	PVR	+
56971	19	44662278	CEACAM19	+
388551	19	44699151	CEACAM16	+
107985305	19	44725315	CEACAM16-AS1	-
602	19	44747705	BCL3	+
23624	19	44777845	CBLC	+
4059	19	44809040	BCAM	+
5819	19	44846175	NECTIN2	+
10452	19	44890569	TOMM40	+
348	19	44903787	APOE	+
341	19	44913133	APOC1	+
342	19	44925941	APOC1P1	+
344	19	44936126	APOC2	+
346	19	44942234	APOC4	+
1209	19	44954585	CLPTM1	+
5971	19	45001431	RELB	+
11129	19	45039042	CLASRP	+
79760	19	45075575	GEMIN7	+
162979	19	45076485	ZNF296	-
57787	19	45079288	MARK4	+
284352	19	45091396	PPP1R37	+
388552	19	45152811	BLOC1S3	+
284353	19	45160982	NKPD1	-
