ensg_id	chr	TSS	gene_symbol	strand
ENSG00000165409	14	80954989	TSHR	+
ENSG00000100629	14	80959517	CEP128	-
ENSG00000273783	14	81221218	CTD-2506P8.6	+
ENSG00000165417	14	81221377	GTF2A1	-
ENSG00000140022	14	81436465	STON2	-
ENSG00000258675	14	81450157	RP11-299L17.3	-
ENSG00000071537	14	81533861	SEL1L	-
ENSG00000258977	14	81623061	LINC01467	-
ENSG00000259035	14	81741002	RP11-666E17.1	+
ENSG00000258718	14	81743138	RP11-226P1.2	-
ENSG00000258743	14	82642620	RP11-406A9.2	+
ENSG00000259044	14	85239474	RP11-789A21.1	-
ENSG00000259107	14	85393879	LINC00911	+
ENSG00000258902	14	85516934	CTD-2128A3.2	-
ENSG00000258945	14	85528599	RP11-497E19.2	+
ENSG00000205562	14	85529988	RP11-497E19.1	-
ENSG00000185070	14	85530144	FLRT2	+
ENSG00000258733	14	85934710	CTD-2341M24.1	+
ENSG00000258912	14	86062960	RP11-1079H9.1	-
ENSG00000258994	14	86332376	RP11-26L16.1	+
ENSG00000258804	14	86905778	RP11-322L20.1	+
ENSG00000259061	14	86936640	RP11-736P16.1	+
ENSG00000258859	14	87573022	RP11-594C13.1	-
ENSG00000258770	14	87655294	CTD-2007A10.1	-
ENSG00000259077	14	87810982	RP11-804L24.2	+
ENSG00000258807	14	87872291	RP11-1152H15.1	-
ENSG00000054983	14	87993665	GALC	-
ENSG00000140030	14	88005124	GPR65	+
ENSG00000258867	14	88024550	LINC01146	+
ENSG00000258538	14	88175391	RP11-753D20.3	+
ENSG00000100433	14	88326907	KCNK10	-
ENSG00000042317	14	88384924	SPATA7	+
ENSG00000258983	14	88499334	RP11-507K2.2	+
ENSG00000258789	14	88551597	RP11-507K2.3	+
ENSG00000070778	14	88554733	PTPN21	-
ENSG00000100722	14	88562909	ZC3H14	+
ENSG00000278576	14	88589231	RP11-507K2.6	+
ENSG00000165521	14	88792752	EML5	-
ENSG00000274492	14	88822151	RP11-976B16.1	-
ENSG00000165533	14	88824153	TTC8	+
ENSG00000283627	14	89013386	RP11-151G14.2	+
ENSG00000277801	14	89156743	RP11-681H18.2	+
ENSG00000258752	14	89350285	RP11-356K23.1	+
ENSG00000258699	14	89355060	RP11-356K23.2	+
ENSG00000258380	14	89399995	RP11-33N16.2	+
ENSG00000258920	14	89417354	FOXN3-AS1	+
ENSG00000259073	14	89576216	FOXN3-AS2	+
ENSG00000053254	14	89619149	FOXN3	-
ENSG00000258792	14	89642671	RP11-944C7.1	-
ENSG00000140025	14	89954777	EFCAB11	-
ENSG00000042088	14	89954939	TDP1	+
ENSG00000152315	14	90061765	KCNK13	+
ENSG00000100764	14	90256495	PSMC1	+
ENSG00000119720	14	90332137	NRDE2	-
ENSG00000275198	14	90383365	RP11-471B22.3	+
ENSG00000198668	14	90396502	CALM1	+
ENSG00000258424	14	90405235	RP11-471B22.2	-
ENSG00000258678	14	90455117	RP11-1078H9.1	-
ENSG00000233208	14	90455230	LINC00642	+
ENSG00000258935	14	90567495	RP11-1078H9.2	+
ENSG00000259163	14	90642638	RP11-1078H9.5	+
ENSG00000258437	14	90675118	RP11-661G16.1	+
ENSG00000258716	14	90697333	RP11-661G16.2	+
ENSG00000165914	14	90816479	TTC7B	-
ENSG00000258884	14	90828128	CTD-3035D6.2	-
ENSG00000133943	14	91060333	C14orf159	+
ENSG00000100784	14	91060636	RPS6KA5	-
ENSG00000258875	14	91242759	CTD-2547L24.3	+
ENSG00000119714	14	91253925	GPR68	-
ENSG00000260810	14	91258299	CTD-2547L24.4	+
ENSG00000015133	14	91417844	CCDC88C	-
ENSG00000258798	14	91418266	RP11-895M11.3	+
ENSG00000100796	14	91510554	PPP4R3A	-
ENSG00000260711	14	91759798	RP11-747H7.3	-
ENSG00000133962	14	91780707	CATSPERB	-
ENSG00000165929	14	91867536	TC2N	-
ENSG00000140092	14	91947987	FBLN5	-
ENSG00000100815	14	92040896	TRIP11	-
ENSG00000066427	14	92106621	ATXN3	-
ENSG00000183648	14	92121917	NDUFB1	-
ENSG00000165934	14	92121937	CPSF2	+
ENSG00000258481	14	92263656	RP11-472N19.3	-
ENSG00000140090	14	92322581	SLC24A4	+
ENSG00000100599	14	92513774	RIN3	+
ENSG00000100600	14	92748702	LGMN	-
ENSG00000066455	14	92794231	GOLGA5	+
ENSG00000258742	14	92886352	RP11-862G15.1	+
ENSG00000258499	14	92907482	RP11-862G15.2	-
ENSG00000100604	14	92923080	CHGA	+
ENSG00000258730	14	93067452	ITPK1-AS1	+
ENSG00000100605	14	93116320	ITPK1	-
ENSG00000165943	14	93184928	MOAP1	-
ENSG00000153485	14	93184951	TMEM251	+
ENSG00000012963	14	93207056	UBR7	+
ENSG00000170270	14	93207094	GON7	-
ENSG00000011114	14	93333092	BTBD7	-
ENSG00000133958	14	93333219	UNC79	+
ENSG00000278396	14	93334528	RP11-120E11.2	+
ENSG00000187581	14	93347191	COX8C	+
ENSG00000175785	14	93788481	PRIMA1	-
ENSG00000140067	14	93918894	FAM181A	+
ENSG00000258584	14	93927066	FAM181A-AS1	-
ENSG00000100628	14	93976791	ASB2	-
ENSG00000175699	14	93997270	LINC00521	+
ENSG00000089723	14	94026329	OTUB2	+
ENSG00000089737	14	94081245	DDX24	-
ENSG00000165948	14	94081282	IFI27L1	+
ENSG00000165949	14	94104836	IFI27	+
ENSG00000119632	14	94130253	IFI27L2	-
ENSG00000119698	14	94146128	PPP4R4	+
ENSG00000140093	14	94293271	SERPINA10	-
ENSG00000197249	14	94390693	SERPINA1	-
ENSG00000256357	14	94430633	RP11-349I1.2	+
ENSG00000186910	14	94452790	SERPINA11	-
ENSG00000165953	14	94517844	SERPINA12	-
ENSG00000188488	14	94561442	SERPINA5	+
ENSG00000196136	14	94612384	SERPINA3	+
ENSG00000133937	14	94770230	GSC	-
ENSG00000258933	14	94962976	RP11-991C1.1	-
ENSG00000235706	14	95157645	DICER1-AS1	+
ENSG00000100697	14	95158010	DICER1	-
ENSG00000165959	14	95319906	CLMN	-
ENSG00000258630	14	95329584	RP11-725G5.2	+
ENSG00000176438	14	95475836	SYNE3	-
ENSG00000258572	14	95516136	RP11-1070N10.3	+
ENSG00000182512	14	95533503	GLRX5	+
ENSG00000247092	14	95534872	SNHG10	-
ENSG00000258390	14	95573562	RP11-1070N10.4	+
ENSG00000258927	14	95620914	RP11-1070N10.5	+
ENSG00000187621	14	95650498	TCL6	+
ENSG00000213231	14	95686417	TCL1B	+
ENSG00000257275	14	95711747	RP11-164H13.1	+
ENSG00000258516	14	95866464	RP11-185P18.2	-
ENSG00000250366	14	95876392	TUNAR	+
ENSG00000227051	14	96039324	C14orf132	+
ENSG00000168398	14	96204679	BDKRB2	+
ENSG00000258412	14	96210860	RP11-404P21.5	+
ENSG00000100739	14	96255824	BDKRB1	+
ENSG00000258793	14	96268624	RP11-404P21.3	-
ENSG00000100744	14	96363452	GSKIP	+
ENSG00000066739	14	96363870	ATG2B	-
ENSG00000140057	14	96392111	AK7	+
ENSG00000090060	14	96501433	PAPOLA	+
ENSG00000260806	14	96502321	RP11-872J21.3	-
ENSG00000258702	14	96592733	RP11-433J8.1	+
ENSG00000258979	14	96741191	RP11-433J8.2	+
ENSG00000100749	14	96797304	VRK1	+
ENSG00000246084	14	97458816	CTD-2506J14.1	+
ENSG00000197176	14	97686658	RP11-76E12.1	-
ENSG00000246223	14	97978124	LINC01550	-
ENSG00000258511	14	98136074	RP11-61O1.2	+
ENSG00000259097	14	98205143	RP11-61O1.1	-
ENSG00000127152	14	99271524	BCL11B	-
ENSG00000258383	14	99332015	CTD-2200A16.1	-
ENSG00000183576	14	99480889	SETD3	-
ENSG00000090061	14	99481169	CCNK	+
ENSG00000258749	14	99512501	RP11-688G15.3	+
ENSG00000205476	14	99604026	CCDC85C	-
ENSG00000247970	14	99604556	RP11-543C4.1	+
ENSG00000182218	14	99645110	HHIPL1	+
ENSG00000036530	14	99684304	CYP46A1	+
ENSG00000258672	14	99693648	RP11-543C4.3	-
ENSG00000066629	14	99737693	EML1	+
ENSG00000196405	14	99971449	EVL	+
ENSG00000258693	14	99978098	RP11-436M15.3	-
ENSG00000258560	14	100074878	CTD-2376I20.1	-
ENSG00000168350	14	100160163	DEGS2	-
ENSG00000100811	14	100238298	YY1	+
ENSG00000258982	14	100238555	RP11-638I2.4	-
ENSG00000258904	14	100263781	RP11-638I2.2	+
ENSG00000258504	14	100291117	RP11-638I2.6	+
ENSG00000259052	14	100291456	AL157871.2	-
ENSG00000197119	14	100306547	SLC25A29	-
ENSG00000140107	14	100323337	SLC25A47	+
ENSG00000258666	14	100333790	RP11-638I2.8	+
ENSG00000258521	14	100339832	RP11-638I2.9	+
ENSG00000176473	14	100376418	WDR25	+
ENSG00000140105	14	100376805	WARS	-
ENSG00000258620	14	100406599	RP11-362L22.1	+
ENSG00000259031	14	100538939	CTD-2062F14.3	+
ENSG00000183092	14	100587413	BEGAIN	-
ENSG00000258717	14	100679884	RP11-566J3.2	-
ENSG00000185559	14	100725705	DLK1	+
ENSG00000214548	14	100779410	MEG3	+
ENSG00000258399	14	100836269	MEG8	+
ENSG00000258663	14	100861026	RP11-123M6.2	-
ENSG00000254656	14	100884847	RTL1	-
ENSG00000225746	14	100894770	SNHG23	+
ENSG00000223403	14	101069911	MEG9	+
ENSG00000258497	14	101257332	CTD-2561F5.1	+
ENSG00000258460	14	101334331	RP11-168L7.1	-
ENSG00000259023	14	101407922	LINC00524	-
ENSG00000259166	14	101447642	RP11-1029J19.2	+
ENSG00000258498	14	101560431	DIO3OS	-
ENSG00000197406	14	101561351	DIO3	+
ENSG00000258919	14	101632530	RP11-1029J19.4	-
ENSG00000258512	14	101730437	LINC00239	+
ENSG00000258404	14	101731108	RP11-1029J19.5	-
ENSG00000078304	14	101761798	PPP2R5C	+
ENSG00000259088	14	101810321	CTD-2017C7.2	-
ENSG00000256705	14	101839531	CTD-2017C7.1	-
ENSG00000271780	14	101948347	RP11-1017G21.5	+
ENSG00000272444	14	101952416	RP11-1017G21.6	+
ENSG00000197102	14	101964528	DYNC1H1	+
ENSG00000140153	14	102139503	WDR20	+
ENSG00000080824	14	102139699	HSP90AA1	-
ENSG00000080823	14	102305200	MOK	-
ENSG00000022976	14	102317377	ZNF839	+
ENSG00000100865	14	102362916	CINP	-
ENSG00000196663	14	102362963	TECPR2	+
ENSG00000156381	14	102509799	ANKRD9	-
ENSG00000259230	14	102545254	CTD-2555C10.3	+
ENSG00000089902	14	102592661	RCOR1	+
ENSG00000259508	14	102774791	RP11-661D19.3	-
ENSG00000131323	14	102777476	TRAF3	+
ENSG00000166126	14	102922656	AMN	+
ENSG00000259515	14	102933574	RP11-365N19.2	+
ENSG00000198752	14	103057462	CDC42BPB	-
ENSG00000283071	14	103084210	RP11-736N17.11	+
ENSG00000205436	14	103100144	EXOC3L4	+
ENSG00000185215	14	103123442	TNFAIP2	+
ENSG00000251533	14	103189028	LINC00605	-
ENSG00000278071	14	103208100	RP11-736N17.10	+
ENSG00000259775	14	103332367	RP11-45P15.4	-
ENSG00000100664	14	103333544	EIF5	+
ENSG00000075413	14	103385392	MARK3	+
ENSG00000166165	14	103523111	CKB	-
ENSG00000260285	14	103529072	RP11-600F24.7	-
ENSG00000166166	14	103529184	TRMT61A	+
ENSG00000258851	14	103553421	RP11-894P9.2	+
ENSG00000126214	14	103561896	KLC1	+
ENSG00000166170	14	103562831	BAG5	-
ENSG00000256053	14	103562962	APOPT1	+
ENSG00000246451	14	103684015	RP11-894P9.1	-
ENSG00000270108	14	103687576	RP11-73M18.6	+
ENSG00000269940	14	103694560	RP11-73M18.7	+
ENSG00000269910	14	103695050	RP11-73M18.10	-
ENSG00000269958	14	103696353	RP11-73M18.8	+
ENSG00000126215	14	103715504	XRCC3	-
ENSG00000100711	14	103715730	ZFYVE21	+
ENSG00000088808	14	103847590	PPP1R13B	-
ENSG00000258735	14	103847721	LINC00637	+
ENSG00000258534	14	103880111	CTD-2134A5.4	-
ENSG00000156411	14	103928269	C14orf2	-
ENSG00000156414	14	103928462	TDRD9	+
ENSG00000166183	14	104085679	ASPG	+
ENSG00000066735	14	104138723	KIF26A	+
ENSG00000258913	14	104223584	RP11-260M19.2	+
ENSG00000258986	14	104605647	TMEM179	-
ENSG00000260792	14	104665558	RP11-982M15.8	-
ENSG00000203485	14	104689606	INF2	+
ENSG00000185100	14	104724186	ADSSL1	+
ENSG00000184990	14	104753100	SIVA1	+
ENSG00000258430	14	104769349	RP11-982M15.2	+
ENSG00000142208	14	104795751	AKT1	-
ENSG00000179627	14	104800596	ZBTB42	+
ENSG00000258701	14	104821201	LINC00638	+
ENSG00000258811	14	104842663	CTD-3051D23.1	+
ENSG00000258593	14	104858836	CTD-3051D23.4	-
ENSG00000099814	14	104865280	CEP170B	+
ENSG00000166428	14	104924816	PLD4	+
ENSG00000185567	14	104978357	AHNAK2	-
ENSG00000140104	14	104985775	C14orf79	+
ENSG00000170779	14	105021148	CDCA4	-
ENSG00000183484	14	105065445	GPR132	-
ENSG00000257556	14	105093609	RP11-44N21.1	+
ENSG00000184916	14	105168824	JAG2	-
ENSG00000183828	14	105181323	NUDT14	-
ENSG00000184887	14	105248490	BTBD6	+
ENSG00000179364	14	105300563	PACS2	+
ENSG00000185024	14	105315589	BRF1	-
ENSG00000226174	14	105398579	TEX22	+
ENSG00000251602	14	105419739	RP11-521B24.3	-
ENSG00000182979	14	105419820	MTA1	+
ENSG00000257270	14	105470617	RP11-521B24.5	-
ENSG00000182809	14	105472962	CRIP2	+
ENSG00000213145	14	105486317	CRIP1	+
ENSG00000185347	14	105489855	C14orf80	+
ENSG00000184986	14	105526603	TMEM121	+
ENSG00000211892	14	105626066	IGHG4	-
ENSG00000211893	14	105644790	IGHG2	-
ENSG00000253755	14	105669843	IGHGP	-
ENSG00000211896	14	105743071	IGHG1	-
ENSG00000211897	14	105771405	IGHG3	-
ENSG00000271201	14	106206603	AB019440.50	+
ENSG00000270816	14	106482439	LINC00221	+
ENSG00000258410	15	20147953	RP11-173D3.1	-
ENSG00000258654	15	20344736	RP11-509A17.3	+
ENSG00000278626	15	20643448	RP11-467L19.16	-
ENSG00000260409	15	20756183	RP11-403B2.7	-
ENSG00000259383	15	20774794	RP11-403B2.6	-
ENSG00000258710	15	20940438	LINC01193	+
ENSG00000260986	15	21130095	RP11-854K16.3	-
ENSG00000247765	15	21325241	RP11-32B5.7	-
ENSG00000268531	15	21368459	RP11-32B5.8	+
ENSG00000278522	15	21440451	POTEB3	-
ENSG00000274102	15	22080527	OR4M2	+
ENSG00000274253	15	22757857	RP11-566K19.6	+
ENSG00000170113	15	22773063	NIPA1	+
ENSG00000140157	15	22838641	NIPA2	+
ENSG00000273749	15	22981063	CYFIP1	-
ENSG00000275835	15	23039673	TUBGCP5	-
ENSG00000273976	15	23136822	GOLGA6L1	-
ENSG00000261739	15	23354748	GOLGA8S	+
ENSG00000174450	15	23447234	GOLGA6L2	-
ENSG00000179455	15	23565678	MKRN3	+
ENSG00000260978	15	23569657	MKRN3-AS1	-
ENSG00000254585	15	23647841	MAGEL2	-
ENSG00000182636	15	23687330	NDN	-
ENSG00000260232	15	23975172	PWRN4	+
ENSG00000259905	15	24493137	PWRN1	+
ENSG00000128739	15	24823637	SNRPN	+
ENSG00000280118	15	24848357	RP11-385H1.1	+
ENSG00000273173	15	24954986	SNURF	+
ENSG00000224078	15	24978583	SNHG14	+
ENSG00000257647	15	25032047	RP11-701H24.3	-
ENSG00000261529	15	25347235	RP13-487P22.1	-
ENSG00000114062	15	25439056	UBE3A	-
ENSG00000235731	15	25578791	AC124997.1	-
ENSG00000206190	15	25865172	ATP10A	-
ENSG00000259011	15	25865295	RP11-2C7.1	+
ENSG00000206187	15	25902360	RP11-1084I9.1	+
ENSG00000259150	15	26115813	LINC00929	+
ENSG00000235160	15	26395072	AC009878.2	+
ENSG00000278840	15	26557937	RP11-345N11.1	-
ENSG00000235518	15	26658763	AC011196.3	-
ENSG00000186297	15	26866363	GABRA5	+
ENSG00000166206	15	26939539	GABRB3	-
ENSG00000182256	15	26971282	GABRG3	+
ENSG00000228740	15	27161319	GABRG3-AS1	-
ENSG00000261426	15	27362310	AC144833.1	+
ENSG00000259168	15	27541991	RP11-100M12.3	-
ENSG00000104044	15	28099358	OCA2	-
ENSG00000128731	15	28322152	HERC2	-
ENSG00000188626	15	28738384	GOLGA8M	-
ENSG00000261480	15	28738431	RP11-578F21.6	-
ENSG00000261649	15	28848675	GOLGA6L7P	-
ENSG00000034053	15	28884483	APBA2	+
ENSG00000259277	15	28977464	RP13-126C7.1	-
ENSG00000185115	15	29269829	NSMCE3	-
ENSG00000259690	15	29376956	CTD-3118D7.1	-
ENSG00000104059	15	29570723	FAM189A1	-
ENSG00000259814	15	29611212	RP11-300A12.2	-
ENSG00000256802	15	29674990	RP11-680F8.1	+
ENSG00000259644	15	29729531	RP11-680F8.4	-
ENSG00000259523	15	29822631	RP11-680F8.3	+
ENSG00000104067	15	29968865	TJP1	-
ENSG00000259647	15	30045848	RP11-143J24.1	-
ENSG00000179938	15	30083053	GOLGA8J	+
ENSG00000261247	15	30135149	GOLGA8T	+
ENSG00000225930	15	30196036	DKFZP434L187	+
ENSG00000166664	15	30393849	CHRFAM7A	-
ENSG00000186399	15	30414162	GOLGA8R	-
ENSG00000270055	15	30487963	CTD-3092A11.2	+
ENSG00000260693	15	30540093	AC026150.8	+
ENSG00000178115	15	30552078	GOLGA8Q	+
ENSG00000261794	15	30604126	GOLGA8H	+
ENSG00000270016	15	30608193	RP11-932O9.8	-
ENSG00000247728	15	30625773	RP11-932O9.7	-
ENSG00000198690	15	30903852	FAN1	+
ENSG00000166912	15	30991607	MTMR10	-
ENSG00000259720	15	31002013	RP11-348B17.1	+
ENSG00000134160	15	31161273	TRPM1	-
ENSG00000259448	15	31216020	RP11-16E12.1	+
ENSG00000259772	15	31230838	RP11-16E12.2	-
ENSG00000169926	15	31326855	KLF13	+
ENSG00000169918	15	31870789	OTUD7A	-
ENSG00000175344	15	31923438	CHRNA7	+
ENSG00000249931	15	32403292	GOLGA8K	-
ENSG00000206127	15	32455634	GOLGA8O	-
ENSG00000261064	15	32536047	RP11-1000B6.3	+
ENSG00000276724	15	32583612	RP11-1000B6.7	+
ENSG00000232653	15	32593456	GOLGA8N	+
ENSG00000198826	15	32615144	ARHGAP11A	+
ENSG00000262728	15	32615158	RP11-1000B6.8	-
ENSG00000166922	15	32641676	SCG5	+
ENSG00000166923	15	32717974	GREM1	+
ENSG00000248905	15	33194733	FMN1	-
ENSG00000259446	15	33310659	RP11-489D6.2	-
ENSG00000198838	15	33310945	RYR3	+
ENSG00000276702	15	33851178	RP11-3D4.4	-
ENSG00000259408	15	33856809	RP11-3D4.3	-
ENSG00000259287	15	33864825	RP11-3D4.2	-
ENSG00000184984	15	33968720	CHRM5	+
ENSG00000278472	15	33972515	RP11-74D7.3	-
ENSG00000169857	15	34039176	AVEN	-
ENSG00000134153	15	34101948	EMC7	-
ENSG00000182405	15	34102073	PGBD4	+
ENSG00000134152	15	34210096	KATNBL1	-
ENSG00000128463	15	34224999	EMC4	+
ENSG00000259468	15	34255286	RP11-1084A12.2	+
ENSG00000140199	15	34338060	SLC12A6	-
ENSG00000182117	15	34343177	NOP10	-
ENSG00000184507	15	34343315	NUTM1	+
ENSG00000176454	15	34367278	LPCAT4	-
ENSG00000175265	15	34437466	GOLGA8A	-
ENSG00000215252	15	34588503	GOLGA8B	-
ENSG00000261304	15	34655764	CTD-2125J1.1	-
ENSG00000159248	15	34754965	GJD2	-
ENSG00000250007	15	34755084	RP11-814P5.1	+
ENSG00000159251	15	34796139	ACTC1	-
ENSG00000021776	15	34969839	AQR	-
ENSG00000198146	15	34988287	ZNF770	-
ENSG00000259181	15	34993646	RP11-463I20.3	+
ENSG00000259587	15	35008469	RP11-463I20.2	+
ENSG00000255192	15	35085110	NANOGP8	-
ENSG00000259336	15	35169698	RP11-323I15.5	-
ENSG00000134146	15	35546193	DPH6	-
ENSG00000248079	15	35546195	DPH6-AS1	+
ENSG00000259245	15	36046082	RP11-684B21.1	+
ENSG00000259639	15	36252257	RP11-184D12.1	-
ENSG00000259395	15	36341739	RP11-475A13.2	+
ENSG00000259737	15	36471016	RP11-475A13.1	-
ENSG00000186073	15	36579611	C15orf41	+
ENSG00000261191	15	36669097	RP11-16L14.2	-
ENSG00000259280	15	36887035	RP11-122D10.1	-
ENSG00000259460	15	37099339	RP11-128A17.1	+
ENSG00000134138	15	37101299	MEIS2	-
ENSG00000274444	15	37109587	RP11-128A17.2	+
ENSG00000259434	15	37490808	RP11-720L8.1	-
ENSG00000166069	15	37921939	TMCO5A	+
ENSG00000259225	15	37984766	RP11-1008C21.1	+
ENSG00000236914	15	38072959	RP11-1008C21.2	-
ENSG00000259380	15	38226887	RP11-346D14.1	-
ENSG00000166068	15	38252326	SPRED1	+
ENSG00000171262	15	38454127	FAM98B	+
ENSG00000259326	15	38502853	RP11-102L12.2	+
ENSG00000259598	15	38524070	RP11-275I4.1	+
ENSG00000172575	15	38565575	RASGRP1	-
ENSG00000175779	15	38696598	C15orf53	+
ENSG00000274281	15	38853432	RP11-326N17.2	-
ENSG00000175746	15	39250684	C15orf54	+
ENSG00000259447	15	39310782	RP11-462P6.1	-
ENSG00000259345	15	39427195	RP11-624L4.1	-
ENSG00000259269	15	39472703	RP11-624L4.2	+
ENSG00000259390	15	39519854	RP11-27M9.1	-
ENSG00000137801	15	39581079	THBS1	+
ENSG00000276107	15	39586561	CTD-2033D15.2	+
ENSG00000261136	15	39782571	RP11-37C7.3	+
ENSG00000150667	15	39782830	FSIP1	-
ENSG00000259432	15	39815429	RP11-37C7.2	-
ENSG00000166073	15	39920892	GPR176	-
ENSG00000246863	15	39921042	RP11-325N19.3	+
ENSG00000128829	15	39934146	EIF2AK4	+
ENSG00000140319	15	40039188	SRP14	-
ENSG00000248508	15	40039311	SRP14-AS1	+
ENSG00000259584	15	40078704	RP11-521C20.2	-
ENSG00000275636	15	40078892	RP11-521C20.5	+
ENSG00000104081	15	40108892	BMF	-
ENSG00000156970	15	40161023	BUB1B	+
ENSG00000137843	15	40238759	PAK6	+
ENSG00000176753	15	40252969	C15orf56	-
ENSG00000273855	15	40285909	RP11-133K1.12	-
ENSG00000137841	15	40307935	PLCB2	-
ENSG00000259198	15	40312615	RP11-133K1.6	+
ENSG00000259330	15	40325216	INAFM2	+
ENSG00000188549	15	40340967	C15orf52	-
ENSG00000233041	15	40351033	PHGR1	+
ENSG00000140323	15	40358235	DISP2	+
ENSG00000128944	15	40382721	KNSTRN	+
ENSG00000128928	15	40405795	IVD	+
ENSG00000140320	15	40439721	BAHD1	+
ENSG00000259364	15	40454639	RP11-64K12.9	-
ENSG00000259211	15	40466726	RP11-64K12.8	-
ENSG00000169105	15	40470998	CHST14	+
ENSG00000259536	15	40488041	RP11-111A22.1	+
ENSG00000128891	15	40565057	C15orf57	-
ENSG00000166133	15	40569300	RPUSD2	+
ENSG00000137812	15	40594020	KNL1	+
ENSG00000259254	15	40642933	CTD-2339L15.3	+
ENSG00000051180	15	40694774	RAD51	+
ENSG00000245849	15	40695107	RAD51-AS1	-
ENSG00000137824	15	40755851	RMDN3	-
ENSG00000137880	15	40764020	GCHFR	+
ENSG00000188277	15	40770080	C15orf62	+
ENSG00000166140	15	40807086	ZFYVE19	+
ENSG00000104129	15	40807478	DNAJC17	-
ENSG00000166143	15	40828709	PPP1R14D	-
ENSG00000166145	15	40844018	SPINT1	+
ENSG00000261183	15	40844387	RP11-532F12.5	-
ENSG00000104140	15	40874289	RHOV	-
ENSG00000104142	15	40894430	VPS18	+
ENSG00000251161	15	40906811	RP11-540O11.1	+
ENSG00000128917	15	40929340	DLL4	+
ENSG00000128965	15	40952962	CHAC1	+
ENSG00000259617	15	40999274	RP11-540O11.6	+
ENSG00000259463	15	41011597	RP11-540O11.7	+
ENSG00000259521	15	41016807	RP11-540O11.4	+
ENSG00000280036	15	41018843	RP11-540O11.8	-
ENSG00000128908	15	41116354	INO80	-
ENSG00000178997	15	41230743	EXD1	-
ENSG00000187446	15	41230839	CHP1	+
ENSG00000247556	15	41283990	OIP5-AS1	+
ENSG00000104147	15	41332621	OIP5	-
ENSG00000137804	15	41332694	NUSAP1	+
ENSG00000259396	15	41343080	RP11-16O9.2	+
ENSG00000137806	15	41402519	NDUFAF1	-
ENSG00000137815	15	41408408	RTF1	+
ENSG00000137825	15	41493393	ITPKA	+
ENSG00000062524	15	41513887	LTK	-
ENSG00000103932	15	41544269	RPAP1	-
ENSG00000092445	15	41557675	TYRO3	+
ENSG00000260926	15	41612727	RP11-380D11.2	-
ENSG00000174197	15	41621224	MGA	+
ENSG00000260814	15	41772732	RP11-107F6.3	-
ENSG00000137802	15	41774434	MAPKBP1	+
ENSG00000250379	15	41827936	RP11-23P13.4	-
ENSG00000243789	15	41828085	JMJD7	+
ENSG00000243708	15	41837775	PLA2G4B	+
ENSG00000174171	15	41892793	RP11-23P13.6	+
ENSG00000137877	15	41894077	SPTBN5	-
ENSG00000278493	15	41908714	CTD-2382E5.6	-
ENSG00000259883	15	41921417	EHD4-AS1	+
ENSG00000103966	15	41972578	EHD4	-
ENSG00000246740	15	41972763	PLA2G4E-AS1	+
ENSG00000188089	15	42051190	PLA2G4E	-
ENSG00000159337	15	42094554	PLA2G4D	-
ENSG00000166887	15	42208316	VPS39	-
ENSG00000261002	15	42208413	RP11-546B15.1	+
ENSG00000214013	15	42273233	GANC	+
ENSG00000103978	15	42273663	TMEM87A	-
ENSG00000092529	15	42359500	CAPN3	+
ENSG00000103994	15	42491123	ZNF106	-
ENSG00000092531	15	42491233	SNAP23	+
ENSG00000261684	15	42532840	RP11-265N6.1	-
ENSG00000180979	15	42548802	LRRC57	-
ENSG00000137814	15	42548810	HAUS2	+
ENSG00000261822	15	42569994	RP11-265N6.2	-
ENSG00000159433	15	42575659	STARD9	+
ENSG00000278769	15	42724102	CTD-2036P10.5	+
ENSG00000274403	15	42726583	CTD-2036P10.6	+
ENSG00000140326	15	42737126	CDAN1	-
ENSG00000246283	15	42739118	CTD-2036P10.3	+
ENSG00000128881	15	42920809	TTBK2	-
ENSG00000159459	15	43106113	UBR1	-
ENSG00000137842	15	43123279	TMEM62	+
ENSG00000166946	15	43185118	CCNDBP1	+
ENSG00000261687	15	43185141	RP11-473C18.3	-
ENSG00000166947	15	43221283	EPB42	-
ENSG00000104055	15	43266857	TGM5	-
ENSG00000159495	15	43302255	TGM7	-
ENSG00000168806	15	43330605	LCMT2	-
ENSG00000168803	15	43330674	ADAL	+
ENSG00000137822	15	43369221	TUBGCP4	+
ENSG00000140265	15	43371025	ZSCAN29	-
ENSG00000067369	15	43510728	TP53BP1	-
ENSG00000166963	15	43510958	MAP1A	+
ENSG00000168781	15	43590253	PPIP5K1	-
ENSG00000237289	15	43593054	CKMT1B	+
ENSG00000242866	15	43618800	STRC	-
ENSG00000275601	15	43643023	AC011330.13	-
ENSG00000166762	15	43668118	CATSPER2	-
ENSG00000223572	15	43692886	CKMT1A	+
ENSG00000167004	15	43746392	PDIA3	+
ENSG00000140264	15	43777087	SERF2	+
ENSG00000128886	15	43777543	ELL3	-
ENSG00000242028	15	43796142	HYPK	+
ENSG00000184716	15	43800221	SERINC4	-
ENSG00000140259	15	43824802	MFAP1	-
ENSG00000092470	15	43826963	WDR76	+
ENSG00000171877	15	44195252	FRMD5	-
ENSG00000166734	15	44288729	CASC4	+
ENSG00000259499	15	44390451	RP11-616K22.2	-
ENSG00000259595	15	44427144	RP11-516C1.1	-
ENSG00000137770	15	44427234	CTDSPL2	+
ENSG00000259563	15	44517483	CTD-2329K10.1	-
